,_id,index_price,strike,interest_rate,maturity,is_call,tau,mark_iv,date,moneyness,instrument_name,days_to_maturity,maturitydate_char,timestamp,underlying_price,instrument_price
1253,60655cf896ea3c00e5156e0f,58890.36,45000.0,1.02537065,16APR21,0,0.0411,94.42,2021-04-01 07:41:11.496,0.76,BTC-16APR21-45000-P,15,2021-04-16,1617255671496,60003.18,300.0159
1254,60655cf896ea3c00e5156e10,58897.18,52000.0,1.02537065,1APR21,0,0.0,79.2,2021-04-01 07:41:12.499,0.88,BTC-1APR21-52000-P,0,2021-04-01,1617255672499,58909.33,14.727332500000001
1256,60655cf996ea3c00e5156e12,58903.07,65000.0,1.02537065,28MAY21,0,0.1562,78.56,2021-04-01 07:41:13.505,1.1,BTC-28MAY21-65000-P,57,2021-05-28,1617255673505,61825.62,9366.58143
1263,60655cfc96ea3c00e5156e19,58904.23,64000.0,1.02537065,31DEC21,1,0.7507,81.35,2021-04-01 07:41:15.523,1.09,BTC-31DEC21-64000-C,274,2021-12-31,1617255675523,69643.73,21328.3923125
1265,60655cfd96ea3c00e5156e1b,58906.36,52000.0,1.02537065,30APR21,1,0.0795,74.28,2021-04-01 07:41:16.529,0.88,BTC-30APR21-52000-C,29,2021-04-30,1617255676529,60778.58,10347.553245
1266,60655cfd96ea3c00e5156e1d,58906.46,63000.0,1.02537065,1APR21,1,0.0,72.39,2021-04-01 07:41:17.533,1.07,BTC-1APR21-63000-C,0,2021-04-01,1617255677533,58925.56,14.73139
1269,60655cff96ea3c00e5156e20,58906.37,54000.0,1.02537065,16APR21,0,0.0411,69.98,2021-04-01 07:41:18.540,0.92,BTC-16APR21-54000-P,15,2021-04-16,1617255678540,60012.67,1065.2248925
1272,60655d0096ea3c00e5156e22,58907.79,56000.0,1.02537065,24SEP21,1,0.4822,80.59,2021-04-01 07:41:19.553,0.95,BTC-24SEP21-56000-C,176,2021-09-24,1617255679553,66626.88,19471.70568
1276,60655d0296ea3c00e5156e27,58901.43,74000.0,1.02537065,2APR21,1,0.0027,107.37,2021-04-01 07:41:21.564,1.26,BTC-2APR21-74000-C,1,2021-04-02,1617255681564,59121.33,14.7803325
1278,60655d0296ea3c00e5156e28,58903.83,56000.0,1.02537065,25JUN21,1,0.2329,77.95,2021-04-01 07:41:22.568,0.95,BTC-25JUN21-56000-C,85,2021-06-25,1617255682568,62884.43,12718.3759675
1281,60655d0396ea3c00e5156e2b,58906.43,66000.0,1.02537065,16APR21,0,0.0411,77.08,2021-04-01 07:41:23.575,1.12,BTC-16APR21-66000-P,15,2021-04-16,1617255683575,60009.82,3900.6383
1285,60655d0596ea3c00e5156e2f,58906.24,58000.0,1.02537065,16APR21,1,0.0411,68.73,2021-04-01 07:41:25.589,0.98,BTC-16APR21-58000-C,15,2021-04-16,1617255685589,60011.56,4515.86989
1292,60655d0996ea3c00e5156e38,58913.38,65000.0,1.02537065,9APR21,0,0.0219,74.69,2021-04-01 07:41:28.610,1.1,BTC-9APR21-65000-P,8,2021-04-09,1617255688610,59629.68,0.0
1295,60655d0a96ea3c00e5156e3b,58910.42,54000.0,1.02537065,1APR21,0,0.0,78.93,2021-04-01 07:41:29.617,0.92,BTC-1APR21-54000-P,0,2021-04-01,1617255689617,58932.77,14.7331925
1297,60655d0996ea3c00e5156e39,58910.42,76000.0,1.02537065,30APR21,1,0.0795,83.33,2021-04-01 07:41:29.809,1.29,BTC-30APR21-76000-C,29,2021-04-30,1617255689809,60792.29,1413.4207425
1298,60655d0a96ea3c00e5156e3c,58910.53,45000.0,1.02537065,16APR21,1,0.0411,94.44,2021-04-01 07:41:30.624,0.76,BTC-16APR21-45000-C,15,2021-04-16,1617255690624,60017.74,6316.8671349999995
1300,60655d0c96ea3c00e5156e3f,58910.6,60000.0,1.02537065,30APR21,1,0.0795,73.5,2021-04-01 07:41:31.634,1.02,BTC-30APR21-60000-C,29,2021-04-30,1617255691634,60789.71,5395.086762499999
1305,60655d0d96ea3c00e5156e43,58897.4,50000.0,1.02537065,9APR21,1,0.0219,85.87,2021-04-01 07:41:33.646,0.85,BTC-9APR21-50000-C,8,2021-04-09,1617255693646,59632.86,10212.127274999999
1306,60655d0e96ea3c00e5156e44,58897.4,70000.0,1.02537065,28MAY21,1,0.1562,81.01,2021-04-01 07:41:34.120,1.19,BTC-28MAY21-70000-C,57,2021-05-28,1617255694120,61839.67,4916.2537649999995
1314,60655d1296ea3c00e5156e4d,58895.62,58000.0,1.02537065,9APR21,1,0.0219,68.69,2021-04-01 07:41:37.673,0.98,BTC-9APR21-58000-C,8,2021-04-09,1617255697673,59624.05,3324.0407875
1317,60655d1396ea3c00e5156e50,58895.75,72000.0,1.02537065,25JUN21,1,0.2329,82.06,2021-04-01 07:41:38.683,1.22,BTC-25JUN21-72000-C,85,2021-06-25,1617255698683,62873.87,6601.75635
1321,60655d1496ea3c00e5156e52,58894.5,70000.0,1.02537065,25MAR22,0,0.9808,81.49,2021-04-01 07:41:39.693,1.19,BTC-25MAR22-70000-P,358,2022-03-25,1617255699693,72223.78,20439.32974
1324,60655d1596ea3c00e5156e56,58892.31,56000.0,1.02537065,1APR21,0,0.0,78.66,2021-04-01 07:41:41.701,0.95,BTC-1APR21-56000-P,0,2021-04-01,1617255701701,58914.0,14.7285
1326,60655d1696ea3c00e5156e58,58893.95,44000.0,1.02537065,25JUN21,1,0.2329,82.63,2021-04-01 07:41:42.708,0.75,BTC-25JUN21-44000-C,85,2021-06-25,1617255702708,62870.35,20998.696900000003
1329,60655d1896ea3c00e5156e5d,58894.57,52000.0,1.02537065,2APR21,0,0.0027,108.43,2021-04-01 07:41:43.719,0.88,BTC-2APR21-52000-P,1,2021-04-02,1617255703719,59116.32,44.33724
1340,60655d1c96ea3c00e5156e67,58892.88,70000.0,1.02537065,16APR21,0,0.0411,80.48,2021-04-01 07:41:47.743,1.19,BTC-16APR21-70000-P,15,2021-04-16,1617255707743,60011.63,6301.221149999999
1341,60655d1c96ea3c00e5156e66,58892.88,62000.0,1.02537065,2APR21,0,0.0027,71.91,2021-04-01 07:41:47.749,1.05,BTC-2APR21-62000-P,1,2021-04-02,1617255707749,59115.55,3029.6719375000002
1342,60655d1d96ea3c00e5156e69,58889.39,68000.0,1.02537065,9APR21,1,0.0219,77.22,2021-04-01 07:41:48.750,1.15,BTC-9APR21-68000-C,8,2021-04-09,1617255708750,59626.06,447.19544999999994
1347,60655d1f96ea3c00e5156e6e,58889.14,56000.0,1.02537065,1APR21,1,0.0,78.69,2021-04-01 07:41:50.764,0.95,BTC-1APR21-56000-C,0,2021-04-01,1617255710764,58908.78,1502.1738899999998
1349,60655d1f96ea3c00e5156e6f,58889.47,60000.0,1.02537065,1APR21,1,0.0,72.03,2021-04-01 07:41:51.771,1.02,BTC-1APR21-60000-C,0,2021-04-01,1617255711771,58908.64,29.45432
1352,60655d2196ea3c00e5156e72,58889.1,59000.0,1.02537065,1APR21,1,0.0,71.66,2021-04-01 07:41:52.779,1.0,BTC-1APR21-59000-C,0,2021-04-01,1617255712779,58908.96,220.90859999999998
1354,60655d2196ea3c00e5156e74,58889.8,50000.0,1.02537065,24SEP21,1,0.4822,80.62,2021-04-01 07:41:53.785,0.85,BTC-24SEP21-50000-C,176,2021-09-24,1617255713785,66608.55,22746.819825
1359,60655d2496ea3c00e5156e7a,58888.3,55000.0,1.02537065,1APR21,1,0.0,78.87,2021-04-01 07:41:55.799,0.93,BTC-1APR21-55000-C,0,2021-04-01,1617255715799,58909.44,2002.9209600000002
1363,60655d2596ea3c00e5156e7d,58891.25,66000.0,1.02537065,2APR21,1,0.0027,106.73,2021-04-01 07:41:56.811,1.12,BTC-2APR21-66000-C,1,2021-04-02,1617255716811,59113.82,44.335365
1364,60655d2696ea3c00e5156e7e,58886.88,68000.0,1.02537065,30APR21,0,0.0795,78.45,2021-04-01 07:41:57.813,1.15,BTC-30APR21-68000-P,29,2021-04-30,1617255717813,60767.43,8780.893635
1366,60655d2796ea3c00e5156e80,58886.61,50000.0,1.02537065,30APR21,0,0.0795,75.34,2021-04-01 07:41:58.825,0.85,BTC-30APR21-50000-P,29,2021-04-30,1617255718825,60762.63,1139.2993124999998
1370,60655d2896ea3c00e5156e83,58886.68,72000.0,1.02537065,24SEP21,1,0.4822,83.03,2021-04-01 07:41:59.832,1.22,BTC-24SEP21-72000-C,176,2021-09-24,1617255719832,66605.13,13137.861892500001
1372,60655d2996ea3c00e5156e86,58886.7,60000.0,1.02537065,25MAR22,0,0.9808,77.46,2021-04-01 07:42:00.839,1.02,BTC-25MAR22-60000-P,358,2022-03-25,1617255720839,72231.21,14193.432765000001
1376,60655d2b96ea3c00e5156e8c,58886.78,65000.0,1.02537065,9APR21,1,0.0219,74.65,2021-04-01 07:42:01.844,1.1,BTC-9APR21-65000-C,8,2021-04-09,1617255721844,59619.17,849.5731724999999
1393,60655d3196ea3c00e5156e9a,58885.28,48000.0,1.02537065,9APR21,0,0.0219,96.88,2021-04-01 07:42:09.902,0.82,BTC-9APR21-48000-P,8,2021-04-09,1617255729902,59616.7,223.562625
1394,60655d3296ea3c00e5156e9c,58885.28,65000.0,1.02537065,28MAY21,1,0.1562,78.5,2021-04-01 07:42:10.100,1.1,BTC-28MAY21-65000-C,57,2021-05-28,1617255730100,61810.39,6273.754585000001
1395,60655d3396ea3c00e5156e9e,58886.09,68000.0,1.02537065,30APR21,1,0.0795,78.43,2021-04-01 07:42:10.904,1.15,BTC-30APR21-68000-C,29,2021-04-30,1617255730904,60757.75,2718.9093125
1397,60655d3496ea3c00e5156ea0,58883.91,48000.0,1.02537065,24SEP21,1,0.4822,80.66,2021-04-01 07:42:11.914,0.82,BTC-24SEP21-48000-C,176,2021-09-24,1617255731914,66599.48,25091.35409
1400,60655d3496ea3c00e5156ea1,58883.95,64000.0,1.02537065,31DEC21,0,0.7507,81.33,2021-04-01 07:42:12.921,1.09,BTC-31DEC21-64000-P,274,2021-12-31,1617255732921,69632.37,15667.28325
1402,60655d3696ea3c00e5156ea5,58883.96,60000.0,1.02537065,16APR21,0,0.0411,70.68,2021-04-01 07:42:13.928,1.02,BTC-16APR21-60000-P,15,2021-04-16,1617255733928,59995.49,3374.7463125
1404,60655d3796ea3c00e5156ea7,58883.97,60000.0,1.02537065,1APR21,0,0.0,72.01,2021-04-01 07:42:14.932,1.02,BTC-1APR21-60000-P,0,2021-04-01,1617255734932,58903.58,1074.990335
1407,60655d3896ea3c00e5156eaa,58883.41,62000.0,1.02537065,16APR21,1,0.0411,73.58,2021-04-01 07:42:15.939,1.05,BTC-16APR21-62000-C,15,2021-04-16,1617255735939,59995.37,2699.79165
1408,60655d3896ea3c00e5156ea9,58883.41,46000.0,1.02537065,16APR21,0,0.0411,91.18,2021-04-01 07:42:15.944,0.78,BTC-16APR21-46000-P,15,2021-04-16,1617255735944,59995.37,329.97453500000006
1424,60655d3f96ea3c00e5156eba,58873.18,54000.0,1.02537065,1APR21,1,0.0,79.08,2021-04-01 07:42:22.990,0.92,BTC-1APR21-54000-C,0,2021-04-01,1617255742990,58893.86,0.0
1426,60655d4096ea3c00e5156ebc,58879.62,76000.0,1.02537065,25JUN21,1,0.2329,83.38,2021-04-01 07:42:23.995,1.29,BTC-25JUN21-76000-C,85,2021-06-25,1617255743995,62854.51,5656.9059
1428,60655d4096ea3c00e5156ebe,58881.23,57000.0,1.02537065,2APR21,1,0.0027,65.55,2021-04-01 07:42:25.002,0.97,BTC-2APR21-57000-C,1,2021-04-02,1617255745002,59105.99,2290.3571125
1436,60655d4496ea3c00e5156ec6,58885.76,52000.0,1.02537065,9APR21,0,0.0219,78.01,2021-04-01 07:42:28.023,0.88,BTC-9APR21-52000-P,8,2021-04-09,1617255748023,59620.59,372.62868749999996
1437,60655d4496ea3c00e5156ec7,58885.76,50000.0,1.02537065,28MAY21,0,0.1562,75.94,2021-04-01 07:42:28.743,0.85,BTC-28MAY21-50000-P,57,2021-05-28,1617255748743,61810.36,2333.34109
1438,60655d4596ea3c00e5156ec8,58888.45,76000.0,1.02537065,2APR21,0,0.0027,107.38,2021-04-01 07:42:29.030,1.29,BTC-2APR21-76000-P,1,2021-04-02,1617255749030,59113.32,0.0
1439,60655d4596ea3c00e5156ec9,58888.45,52000.0,1.02537065,25JUN21,1,0.2329,78.4,2021-04-01 07:42:29.033,0.88,BTC-25JUN21-52000-C,85,2021-06-25,1617255749033,62864.84,15103.27781
1455,60655d4c96ea3c00e5156ed9,58887.18,50000.0,1.02537065,9APR21,0,0.0219,85.85,2021-04-01 07:42:36.080,0.85,BTC-9APR21-50000-P,8,2021-04-09,1617255756080,59623.0,268.3035
1461,60655d4e96ea3c00e5156ee0,58887.19,70000.0,1.02537065,28MAY21,0,0.1562,81.01,2021-04-01 07:42:38.095,1.19,BTC-28MAY21-70000-P,57,2021-05-28,1617255758095,61809.88,0.0
1463,60655d4f96ea3c00e5156ee1,58886.1,76000.0,1.02537065,2APR21,1,0.0027,107.38,2021-04-01 07:42:39.101,1.29,BTC-2APR21-76000-C,1,2021-04-02,1617255759101,59108.88,14.77722
1466,60655d5096ea3c00e5156ee3,58884.77,63000.0,1.02537065,1APR21,0,0.0,72.36,2021-04-01 07:42:40.113,1.07,BTC-1APR21-63000-P,0,2021-04-01,1617255760113,58905.4,1943.8782
1469,60655d5196ea3c00e5156ee7,58883.47,57000.0,1.02537065,2APR21,0,0.0027,65.54,2021-04-01 07:42:41.119,0.97,BTC-2APR21-57000-P,1,2021-04-02,1617255761119,59105.02,162.538805
1472,60655d5296ea3c00e5156ee9,58882.88,54000.0,1.02537065,9APR21,1,0.0219,72.09,2021-04-01 07:42:42.145,0.92,BTC-9APR21-54000-C,8,2021-04-09,1617255762145,59621.28,6170.80248
1474,60655d5396ea3c00e5156eeb,58883.72,59000.0,1.02537065,2APR21,1,0.0027,65.0,2021-04-01 07:42:43.452,1.0,BTC-2APR21-59000-C,1,2021-04-02,1617255763452,59104.59,842.2404075
1476,60655d5496ea3c00e5156eee,58876.11,52000.0,1.02537065,9APR21,1,0.0219,77.99,2021-04-01 07:42:44.141,0.88,BTC-9APR21-52000-C,8,2021-04-09,1617255764141,59622.03,3815.80992
1477,60655d5596ea3c00e5156eef,58875.8,61000.0,1.02537065,1APR21,1,0.0,72.09,2021-04-01 07:42:45.143,1.04,BTC-1APR21-61000-C,0,2021-04-01,1617255765143,58895.4,14.72385
1480,60655d5696ea3c00e5156ef2,58872.95,56000.0,1.02537065,24SEP21,0,0.4822,80.56,2021-04-01 07:42:46.150,0.95,BTC-24SEP21-56000-P,176,2021-09-24,1617255766150,66584.05,8805.740612500002
1483,60655ddebc3775f55a1c100a,58883.54,56000.0,1.02537065,16APR21,0,0.0411,68.78,2021-04-01 07:45:02.105,0.95,BTC-16APR21-56000-P,15,2021-04-16,1617255902105,60006.93,1605.1853775
1484,60655ddebc3775f55a1c100b,58883.54,70000.0,1.02537065,2APR21,1,0.0027,107.28,2021-04-01 07:45:02.109,1.19,BTC-2APR21-70000-C,1,2021-04-02,1617255902109,59120.69,14.7801725
1487,60655de0bc3775f55a1c100f,58877.23,72000.0,1.02537065,2APR21,0,0.0027,107.35,2021-04-01 07:45:04.121,1.22,BTC-2APR21-72000-P,1,2021-04-02,1617255904121,59117.72,0.0
1493,60655de2bc3775f55a1c1013,58875.97,48000.0,1.02537065,31DEC21,0,0.7507,80.62,2021-04-01 07:45:06.136,0.82,BTC-31DEC21-48000-P,274,2021-12-31,1617255906136,69605.09,7343.336995
1494,60655de3bc3775f55a1c1015,58875.63,46000.0,1.02537065,16APR21,1,0.0411,91.12,2021-04-01 07:45:07.141,0.78,BTC-16APR21-46000-C,15,2021-04-16,1617255907141,60000.27,5805.0261224999995
1499,60655de5bc3775f55a1c101a,58879.55,56000.0,1.02537065,9APR21,1,0.0219,69.3,2021-04-01 07:45:09.155,0.95,BTC-9APR21-56000-C,8,2021-04-09,1617255909155,59618.15,4665.1202375
1501,60655de6bc3775f55a1c101c,58880.9,50000.0,1.02537065,25JUN21,1,0.2329,78.76,2021-04-01 07:45:10.164,0.85,BTC-25JUN21-50000-C,85,2021-06-25,1617255910164,62868.54,16455.840345
1503,60655de7bc3775f55a1c101e,58885.82,60000.0,1.02537065,30APR21,0,0.0795,73.45,2021-04-01 07:45:11.168,1.02,BTC-30APR21-60000-P,29,2021-04-30,1617255911168,60770.67,4588.185584999999
1507,60655de8bc3775f55a1c1022,58889.56,64000.0,1.02537065,24SEP21,0,0.4822,81.5,2021-04-01 07:45:12.466,1.09,BTC-24SEP21-64000-P,176,2021-09-24,1617255912466,66603.74,13270.795195000002
1508,60655de9bc3775f55a1c1024,58896.15,50000.0,1.02537065,30APR21,1,0.0795,75.2,2021-04-01 07:45:13.182,0.85,BTC-30APR21-50000-C,29,2021-04-30,1617255913182,60780.39,11928.151537500002
1511,60655deabc3775f55a1c1026,58895.78,76000.0,1.02537065,30APR21,0,0.0795,83.15,2021-04-01 07:45:14.193,1.29,BTC-30APR21-76000-P,29,2021-04-30,1617255914193,60786.92,0.0
1513,60655debbc3775f55a1c1028,58897.18,48000.0,1.02537065,30APR21,0,0.0795,78.42,2021-04-01 07:45:15.196,0.81,BTC-30APR21-48000-P,29,2021-04-30,1617255915196,60786.51,866.2077675
1515,60655decbc3775f55a1c102a,58895.62,65000.0,1.02537065,16APR21,1,0.0411,76.09,2021-04-01 07:45:16.203,1.1,BTC-16APR21-65000-C,15,2021-04-16,1617255916203,60023.15,1845.7118625
1517,60655dedbc3775f55a1c102c,58895.62,56000.0,1.02537065,2APR21,1,0.0027,71.37,2021-04-01 07:45:16.209,0.95,BTC-2APR21-56000-C,1,2021-04-02,1617255916209,59128.54,3163.37689
1518,60655dedbc3775f55a1c102e,58899.05,48000.0,1.02537065,30APR21,1,0.0795,78.41,2021-04-01 07:45:17.213,0.81,BTC-30APR21-48000-C,29,2021-04-30,1617255917213,60786.21,13768.076565
1519,60655dedbc3775f55a1c102d,58899.05,66000.0,1.02537065,9APR21,0,0.0219,75.05,2021-04-01 07:45:17.216,1.12,BTC-9APR21-66000-P,8,2021-04-09,1617255917216,59643.27,7455.4087500000005
1520,60655deebc3775f55a1c102f,58899.66,62000.0,1.02537065,1APR21,0,0.0,72.16,2021-04-01 07:45:18.217,1.05,BTC-1APR21-62000-P,0,2021-04-01,1617255918217,58918.87,1472.9717500000002
1522,60655defbc3775f55a1c1031,58900.59,57000.0,1.02537065,1APR21,1,0.0,78.85,2021-04-01 07:45:19.225,0.97,BTC-1APR21-57000-C,0,2021-04-01,1617255919225,58919.41,1031.0896750000002
1531,60655df2bc3775f55a1c1039,58902.64,61000.0,1.02537065,1APR21,0,0.0,72.05,2021-04-01 07:45:22.251,1.04,BTC-1APR21-61000-P,0,2021-04-01,1617255922251,58922.3,2091.74165
1537,60655df5bc3775f55a1c1041,58917.43,54000.0,1.02537065,2APR21,1,0.0027,92.49,2021-04-01 07:45:25.267,0.92,BTC-2APR21-54000-C,1,2021-04-02,1617255925267,59132.48,5144.52576
1538,60655df5bc3775f55a1c1040,58917.43,66000.0,1.02537065,9APR21,1,0.0219,75.04,2021-04-01 07:45:25.270,1.12,BTC-9APR21-66000-C,8,2021-04-09,1617255925270,59650.86,685.98489
1539,60655df6bc3775f55a1c1042,58920.78,58000.0,1.02537065,2APR21,1,0.0027,65.0,2021-04-01 07:45:26.274,0.98,BTC-2APR21-58000-C,1,2021-04-02,1617255926274,59144.01,1493.3862525
1540,60655df6bc3775f55a1c1043,58920.78,44000.0,1.02537065,25JUN21,0,0.2329,82.54,2021-04-01 07:45:26.277,0.75,BTC-25JUN21-44000-P,85,2021-06-25,1617255926277,62917.07,2091.9925775
1542,60655df7bc3775f55a1c1046,58922.44,58000.0,1.02537065,2APR21,0,0.0027,65.0,2021-04-01 07:45:27.285,0.98,BTC-2APR21-58000-P,1,2021-04-02,1617255927285,59148.97,340.10657749999996
1549,60655dfabc3775f55a1c104c,58932.97,58000.0,1.02537065,1APR21,0,0.0,78.77,2021-04-01 07:45:30.302,0.98,BTC-1APR21-58000-P,0,2021-04-01,1617255930302,58948.24,44.21118
1551,60655dfbbc3775f55a1c104e,58934.55,64000.0,1.02537065,16APR21,1,0.0411,75.16,2021-04-01 07:45:31.309,1.09,BTC-16APR21-64000-C,15,2021-04-16,1617255931309,60063.84,2117.25036
1554,60655dfcbc3775f55a1c1051,58934.94,56000.0,1.02537065,16APR21,1,0.0411,68.77,2021-04-01 07:45:32.316,0.95,BTC-16APR21-56000-C,15,2021-04-16,1617255932316,60065.64,5751.28503
1555,60655dfcbc3775f55a1c1052,58934.94,55000.0,1.02537065,28MAY21,1,0.1562,74.23,2021-04-01 07:45:32.849,0.93,BTC-28MAY21-55000-C,57,2021-05-28,1617255932849,61883.28,10984.2822
1558,60655dfebc3775f55a1c1055,58937.5,53000.0,1.02537065,1APR21,0,0.0,79.39,2021-04-01 07:45:34.331,0.9,BTC-1APR21-53000-P,0,2021-04-01,1617255934331,58954.28,14.73857
1561,60655dffbc3775f55a1c1058,58936.13,60000.0,1.02537065,25JUN21,1,0.2329,78.17,2021-04-01 07:45:35.337,1.02,BTC-25JUN21-60000-C,85,2021-06-25,1617255935337,62935.04,10730.42432
1569,60655e02bc3775f55a1c1060,58937.66,62000.0,1.02537065,1APR21,1,0.0,72.15,2021-04-01 07:45:38.359,1.05,BTC-1APR21-62000-C,0,2021-04-01,1617255938359,58956.25,14.739062500000001
1574,60655e04bc3775f55a1c1066,58939.2,75000.0,1.02537065,16APR21,0,0.0411,84.91,2021-04-01 07:45:40.372,1.27,BTC-16APR21-75000-P,15,2021-04-16,1617255940372,60070.43,9010.5645
1576,60655e04bc3775f55a1c1065,58939.2,50000.0,1.02537065,28MAY21,1,0.1562,75.91,2021-04-01 07:45:40.376,0.85,BTC-28MAY21-50000-C,57,2021-05-28,1617255940376,61887.97,14373.4810325
1581,60655e06bc3775f55a1c106b,58940.5,56000.0,1.02537065,2APR21,0,0.0027,71.41,2021-04-01 07:45:42.391,0.95,BTC-2APR21-56000-P,1,2021-04-02,1617255942391,59159.01,88.738515
1582,60655e07bc3775f55a1c106e,58940.97,56000.0,1.02537065,30APR21,0,0.0795,72.02,2021-04-01 07:45:43.393,0.95,BTC-30APR21-56000-P,29,2021-04-30,1617255943393,60841.09,2677.00796
1586,60655e09bc3775f55a1c1071,58941.12,44000.0,1.02537065,2APR21,0,0.0027,109.9,2021-04-01 07:45:44.404,0.75,BTC-2APR21-44000-P,1,2021-04-02,1617255944404,59159.5,14.789875
1591,60655e0bbc3775f55a1c1076,58926.13,60000.0,1.02537065,28MAY21,1,0.1562,75.68,2021-04-01 07:45:47.421,1.02,BTC-28MAY21-60000-C,57,2021-05-28,1617255947421,61887.93,8262.038655
1593,60655e0cbc3775f55a1c1078,58926.13,56000.0,1.02537065,25JUN21,0,0.2329,77.86,2021-04-01 07:45:47.426,0.95,BTC-25JUN21-56000-P,85,2021-06-25,1617255947426,62921.52,5804.51022
1601,60655e0fbc3775f55a1c1080,58925.16,48000.0,1.02537065,16APR21,1,0.0411,85.38,2021-04-01 07:45:51.449,0.81,BTC-16APR21-48000-C,15,2021-04-16,1617255951449,60052.07,4834.191635
1603,60655e10bc3775f55a1c1083,58921.52,64000.0,1.02537065,30APR21,1,0.0795,75.83,2021-04-01 07:45:52.459,1.09,BTC-30APR21-64000-C,29,2021-04-30,1617255952459,60818.71,3861.988085
1612,60655e13bc3775f55a1c108a,58922.21,64000.0,1.02537065,25JUN21,0,0.2329,79.21,2021-04-01 07:45:55.481,1.09,BTC-25JUN21-64000-P,85,2021-06-25,1617255955481,62915.0,10082.12875
1615,60655e15bc3775f55a1c108e,58922.94,52000.0,1.02537065,16APR21,0,0.0411,73.08,2021-04-01 07:45:57.498,0.88,BTC-16APR21-52000-P,15,2021-04-16,1617255957498,60049.36,735.60466
1619,60655e17bc3775f55a1c1092,58919.25,76000.0,1.02537065,25JUN21,0,0.2329,83.27,2021-04-01 07:45:58.536,1.29,BTC-25JUN21-76000-P,85,2021-06-25,1617255958536,62911.77,6542.824079999999
1620,60655e18bc3775f55a1c1095,58919.06,72000.0,1.02537065,24SEP21,0,0.4822,82.98,2021-04-01 07:45:59.511,1.22,BTC-24SEP21-72000-P,176,2021-09-24,1617255959511,66640.59,18492.763724999997
1630,60655e1cbc3775f55a1c109f,58923.85,74000.0,1.02537065,2APR21,0,0.0027,107.38,2021-04-01 07:46:03.539,1.26,BTC-2APR21-74000-P,1,2021-04-02,1617255963539,59146.1,0.0
1631,60655e1bbc3775f55a1c109d,58923.85,59000.0,1.02537065,1APR21,0,0.0,71.83,2021-04-01 07:46:03.542,1.0,BTC-1APR21-59000-P,0,2021-04-01,1617255963542,58940.7,265.23314999999997
1635,60655e1dbc3775f55a1c10a3,58921.29,65000.0,1.02537065,1APR21,1,0.0,73.01,2021-04-01 07:46:05.554,1.1,BTC-1APR21-65000-C,0,2021-04-01,1617255965554,58943.52,14.73588
1638,60655e1ebc3775f55a1c10a6,58918.69,72000.0,1.02537065,30APR21,0,0.0795,80.73,2021-04-01 07:46:06.560,1.22,BTC-30APR21-72000-P,29,2021-04-30,1617255966560,60812.1,0.0
1641,60655e20bc3775f55a1c10aa,58912.66,64000.0,1.02537065,16APR21,0,0.0411,75.14,2021-04-01 07:46:07.567,1.09,BTC-16APR21-64000-P,15,2021-04-16,1617255967567,60051.59,5960.120307499999
1644,60655e20bc3775f55a1c10ab,58907.24,46000.0,1.02537065,2APR21,1,0.0027,110.04,2021-04-01 07:46:08.614,0.78,BTC-2APR21-46000-C,1,2021-04-02,1617255968614,59138.78,5544.260625
1645,60655e21bc3775f55a1c10ac,58907.24,58000.0,1.02537065,9APR21,0,0.0219,68.56,2021-04-01 07:46:09.347,0.98,BTC-9APR21-58000-P,8,2021-04-09,1617255969347,59666.78,1670.66984
1646,60655e22bc3775f55a1c10ae,58896.8,56000.0,1.02537065,30APR21,1,0.0795,72.0,2021-04-01 07:46:09.585,0.95,BTC-30APR21-56000-C,29,2021-04-30,1617255969585,60788.5,7568.168250000001
1647,60655e21bc3775f55a1c10ad,58896.8,64000.0,1.02537065,25JUN21,1,0.2329,79.21,2021-04-01 07:46:09.602,1.09,BTC-25JUN21-64000-C,85,2021-06-25,1617255969602,62890.7,9056.2608
1648,60655e22bc3775f55a1c10af,58894.08,66000.0,1.02537065,16APR21,1,0.0411,76.78,2021-04-01 07:46:10.588,1.12,BTC-16APR21-66000-C,15,2021-04-16,1617255970588,60030.61,1605.8188175
1649,60655e22bc3775f55a1c10b0,58894.08,45000.0,1.02537065,9APR21,1,0.0219,107.91,2021-04-01 07:46:10.591,0.76,BTC-9APR21-45000-C,8,2021-04-09,1617255970591,59651.76,6054.65364
1653,60655e25bc3775f55a1c10b5,58893.5,52000.0,1.02537065,1APR21,0,0.0,79.69,2021-04-01 07:46:12.603,0.88,BTC-1APR21-52000-P,0,2021-04-01,1617255972603,58914.17,14.7285425
1654,60655e24bc3775f55a1c10b4,58893.5,45000.0,1.02537065,16APR21,0,0.0411,94.65,2021-04-01 07:46:12.607,0.76,BTC-16APR21-45000-P,15,2021-04-16,1617255972607,60028.79,300.14395
1655,60655e26bc3775f55a1c10b8,58892.17,55000.0,1.02537065,9APR21,0,0.0219,70.21,2021-04-01 07:46:13.609,0.93,BTC-9APR21-55000-P,8,2021-04-09,1617255973609,59649.46,760.530615
1659,60655e27bc3775f55a1c10ba,58893.28,70000.0,1.02537065,25MAR22,1,0.9808,81.37,2021-04-01 07:46:14.908,1.19,BTC-25MAR22-70000-C,358,2022-03-25,1617255974908,72253.27,23428.1227975
